"cov";"id";"i";"o";"p";"it";"itop";"HS"
0;2.5;30;10;10;230;3;13.32
0.75;10;60;10;20;230;3;45.87
0;2.5;15;10;5;231;3;7.11
0;1;30;10;10;231;3;4.5
1;5;60;10;20;231;3;4.44
0.5;2.5;15;10;5;232;3;5.96
1;5;30;10;10;232;3;4
0;2.5;60;10;20;232;3;26.16
0.5;5;15;10;5;233;3;9.75
0.5;10;30;10;10;233;3;28.92
1;5;60;10;20;233;3;4.42
0;1;15;10;5;234;3;2.46
0.75;5;30;10;10;234;3;16.27
0.75;2.5;60;10;20;234;3;15.42
0;1;15;10;5;235;3;2.35
0;0.01;30;10;10;235;3;-0.05
0.75;1;60;10;20;235;3;4.89
0;10;15;10;5;236;3;15.62
1;0.01;30;10;10;236;3;0
0.5;1;60;10;20;236;3;6.98
0;10;15;10;5;237;3;16.17
0;1;30;10;10;237;3;4.62
1;2.5;60;10;20;237;3;3.42
1;10;15;10;5;238;3;4.51
1;10;30;10;10;238;3;4.82
0;2.5;60;10;20;238;3;26.47
0.5;2.5;15;10;5;239;3;6.16
0.75;5;30;10;10;239;3;17.82
0.25;1;60;10;20;239;3;8.02
0.25;5;15;10;5;240;3;10.98
0.75;10;30;10;10;240;3;23.31
1;5;60;10;20;240;3;4.41
0;0.01;15;10;5;241;3;-0.01
0.25;5;30;10;10;241;3;22.13
0.5;10;60;10;20;241;3;55.96
0.75;10;15;10;5;242;3;14.18
0.25;0.01;30;10;10;242;3;0.08
1;5;60;10;20;242;3;4.58
0.75;2.5;15;10;5;243;3;5.17
0;10;30;10;10;243;3;32.2
0.25;10;60;10;20;243;3;61.47
0.25;0.01;15;10;5;244;3;-0.01
0.25;5;30;10;10;244;3;21.75
0.25;0.01;60;10;20;244;3;0.05
1;2.5;15;10;5;245;3;2.48
0.25;1;30;10;10;245;3;4.56
0.5;10;60;10;20;245;3;56.31
0;2.5;15;10;5;246;3;6.63
0.25;1;30;10;10;246;3;4.11
0.25;5;60;10;20;246;3;41.47
0.5;1;15;10;5;247;3;2.62
0;10;30;10;10;247;3;31.88
0;2.5;60;10;20;247;3;26.34
0.25;5;15;10;5;248;3;10.53
0.5;10;30;10;10;248;3;29.41
1;10;60;10;20;248;3;5.33
0;2.5;15;10;5;249;3;6.5
0;5;30;10;10;249;3;22.15
0.75;10;60;10;20;249;3;50.46
0.25;0.01;15;10;5;250;3;-0.01
0.75;0.01;30;10;10;250;3;0.04
0.75;2.5;60;10;20;250;3;14.28
0.5;10;15;10;5;251;3;14.75
0.25;0.01;30;10;10;251;3;0.03
0.75;1;60;10;20;251;3;4.78
0.75;5;15;10;5;252;3;9.37
0;10;30;10;10;252;3;32.29
0;0.01;60;10;20;252;3;0.05
0.25;2.5;15;10;5;253;3;6.17
1;1;30;10;10;253;3;1.62
1;10;60;10;20;253;3;5.47
0.25;1;15;10;5;254;3;2.65
0.5;5;30;10;10;254;3;18.8
0;0.01;60;10;20;254;3;0
0;0.01;15;10;5;255;3;0.01
0.75;0.01;30;10;10;255;3;-0.02
0.5;2.5;60;10;20;255;3;19.57
0.5;0.01;15;10;5;256;3;-1.73472347597681e-18
0;10;30;10;10;256;3;32.21
0;1;60;10;20;256;3;9.23
0.5;5;15;10;5;257;3;9.77
0.75;1;30;10;10;257;3;3.47
0.25;10;60;10;20;257;3;61.88
0.5;5;15;10;5;258;3;9.32
0.75;2.5;30;10;10;258;3;8.57
0.25;1;60;10;20;258;3;8.08
0.5;2.5;15;10;5;259;3;6.2
0.75;0.01;30;10;10;259;3;0.02
0;0.01;60;10;20;259;3;0.06
0.75;5;15;10;5;260;3;9.07
1;10;30;10;10;260;3;5.04
1;0.01;60;10;20;260;3;0.04
0;1;15;10;5;261;3;2.48
1;1;30;10;10;261;3;1.69
0.25;10;60;10;20;261;3;62.32
0;2.5;15;10;5;262;3;6.77
0.25;2.5;30;10;10;262;3;12.2
1;0.01;60;10;20;262;3;-0.03
0.25;5;15;10;5;263;3;11.17
0;0.01;30;10;10;263;3;-0.11
0.5;5;60;10;20;263;3;36.33
0.25;1;15;10;5;264;3;1.93
1;5;30;10;10;264;3;4.14
0.75;5;60;10;20;264;3;27.57
1;2.5;15;10;5;265;3;2.59
0;2.5;30;10;10;265;3;13.21
0.25;2.5;60;10;20;265;3;23.63
0.75;0.01;15;10;5;266;3;-0.03
0;0.01;30;10;10;266;3;-0.03
1;2.5;60;10;20;266;3;3.51
1;0.01;15;10;5;267;3;0.03
0.5;10;30;10;10;267;3;28.75
1;2.5;60;10;20;267;3;3.42
0;5;15;10;5;268;3;11.43
0.75;10;30;10;10;268;3;24.52
0;10;60;10;20;268;3;63.59
0.5;1;15;10;5;269;3;2.5
0.75;2.5;30;10;10;269;3;8.89
0.5;10;60;10;20;269;3;56.31
0.75;2.5;15;10;5;270;3;4.92
0.75;10;30;10;10;270;3;24.97
0.75;0.01;60;10;20;270;3;-0.02
1;10;15;10;5;271;3;4.46
0.25;2.5;30;10;10;271;3;12.34
0.5;1;60;10;20;271;3;7.36
0.5;10;15;10;5;272;3;14.67
0.5;2.5;30;10;10;272;3;10.93
0;5;60;10;20;272;3;44.36
0.5;10;15;10;5;273;3;14.77
1;2.5;30;10;10;273;3;2.98
0;1;60;10;20;273;3;9.39
1;1;15;10;5;274;3;1.23
0.5;10;30;10;10;274;3;29.29
0.25;10;60;10;20;274;3;61.7
0.25;1;15;10;5;275;3;2.35
0.25;10;30;10;10;275;3;30.8
1;2.5;60;10;20;275;3;3.45
0;1;15;10;5;276;3;2.54
1;10;30;10;10;276;3;4.99
0.5;0.01;60;10;20;276;3;-0.03
1;10;15;10;5;277;3;4.52
0.5;10;30;10;10;277;3;29.84
0.5;1;60;10;20;277;3;6.67
1;0.01;15;10;5;278;3;-0.12
1;10;30;10;10;278;3;4.98
0.5;5;60;10;20;278;3;37.06
0;1;15;10;5;279;3;2.39
0.5;1;30;10;10;279;3;3.52
0.75;1;60;10;20;279;3;4.28
0.25;1;15;10;5;280;3;2.17
0.75;0.01;30;10;10;280;3;0
1;2.5;60;10;20;280;3;3.55
0.75;10;15;10;5;281;3;11.52
0;2.5;30;10;10;281;3;13.34
0.75;1;60;10;20;281;3;4.8
0.5;2.5;15;10;5;282;3;6.27
0.5;5;30;10;10;282;3;19.76
1;10;60;10;20;282;3;5.5
0;1;15;10;5;283;3;2.41
0.5;1;30;10;10;283;3;3.95
1;1;60;10;20;283;3;2.05
0.75;10;15;10;5;284;3;12.99
0.75;2.5;30;10;10;284;3;8.16
1;10;60;10;20;284;3;5.37
0;5;15;10;5;285;3;10.76
0.5;2.5;30;10;10;285;3;11.24
1;10;60;10;20;285;3;5.53
0.5;0.01;15;10;5;286;3;-0.02
0.25;2.5;30;10;10;286;3;12.47
0.75;0.01;60;10;20;286;3;-3.46944695195361e-18
0.75;5;15;10;5;287;3;7.71
0.5;5;30;10;10;287;3;17.87
0.25;0.01;60;10;20;287;3;-0.11
0.75;1;15;10;5;288;3;1.73
0.75;2.5;30;10;10;288;3;8.31
1;10;60;10;20;288;3;5.48
0.5;2.5;15;10;5;289;3;5.82
0;10;30;10;10;289;3;31.52
0.75;5;60;10;20;289;3;31.86
0.25;10;15;10;5;290;3;16.27
0;10;30;10;10;290;3;32.07
0;10;60;10;20;290;3;64.46
0.75;1;15;10;5;291;3;1.56
1;1;30;10;10;291;3;1.76
0.25;0.01;60;10;20;291;3;-0.02
0.75;1;15;10;5;292;3;2.06
0.75;1;30;10;10;292;3;3.05
0.25;0.01;60;10;20;292;3;0.06
0.5;0.01;15;10;5;293;3;0.07
1;5;30;10;10;293;3;3.89
0.5;5;60;10;20;293;3;37.28
0.25;10;15;10;5;294;3;16.16
0.25;1;30;10;10;294;3;4.4
0.25;2.5;60;10;20;294;3;24.59
1;0.01;15;10;5;295;3;-0.04
1;2.5;30;10;10;295;3;2.97
0.5;5;60;10;20;295;3;38.36
0.5;0.01;15;10;5;296;3;-0.02
0.5;0.01;30;10;10;296;3;-0.02
0.75;2.5;60;10;20;296;3;14.22
0.25;1;15;10;5;297;3;2.17
0;1;30;10;10;297;3;4.53
0;0.01;60;10;20;297;3;-0.08
0.25;1;15;10;5;298;3;2.16
0.5;0.01;30;10;10;298;3;-0.02
1;2.5;60;10;20;298;3;3.46
0;1;15;10;5;299;3;2.57
0.25;10;30;10;10;299;3;31.51
0.5;10;60;10;20;299;3;54.11
0.5;5;15;10;5;300;3;10.42
0;2.5;30;10;10;300;3;13.07
0.75;10;60;10;20;300;3;46.65
1;10;15;10;5;301;3;4.45
1;0.01;30;10;10;301;3;0.12
0;0.01;60;10;20;301;3;0.05
0.5;2.5;15;10;5;302;3;5.61
0.5;10;30;10;10;302;3;29.89
0.5;10;60;10;20;302;3;55.04
0;2.5;15;10;5;303;3;6.61
0.75;0.01;30;10;10;303;3;-0.13
1;10;60;10;20;303;3;5.55
0.25;10;15;10;5;304;3;16.02
0;1;30;10;10;304;3;4.81
0.25;0.01;60;10;20;304;3;-0.05
1;5;15;10;5;305;3;3.56
0.25;2.5;30;10;10;305;3;11.94
0.25;1;60;10;20;305;3;8.23
1;5;15;10;5;306;3;3.49
0.25;10;30;10;10;306;3;30.82
0.25;5;60;10;20;306;3;42.43
0.25;0.01;15;10;5;307;3;0
0.75;0.01;30;10;10;307;3;-1.73472347597681e-18
0.75;0.01;60;10;20;307;3;3.46944695195361e-18
1;2.5;15;10;5;308;3;2.26
0;5;30;10;10;308;3;22.42
0.5;2.5;60;10;20;308;3;19.95
0;10;15;10;5;309;3;15.41
0.25;1;30;10;10;309;3;4.47
0.25;5;60;10;20;309;3;41.98
0.25;1;15;10;5;310;3;2.02
0.25;10;30;10;10;310;3;30.94
1;0.01;60;10;20;310;3;-0.02
0.75;1;15;10;5;311;3;2.02
0.25;2.5;30;10;10;311;3;12.4
0;5;60;10;20;311;3;44.02
0.5;2.5;15;10;5;312;3;5.81
0.5;2.5;30;10;10;312;3;11.78
1;5;60;10;20;312;3;4.48
1;2.5;15;10;5;313;3;2.62
0.75;10;30;10;10;313;3;25.36
1;5;60;10;20;313;3;4.31
0.75;1;15;10;5;314;3;1.57
0.5;0.01;30;10;10;314;3;0.05
0;5;60;10;20;314;3;44.25
0.75;10;15;10;5;315;3;12.62
1;0.01;30;10;10;315;3;-0.06
0.75;10;60;10;20;315;3;48.31
0.25;5;15;10;5;316;3;11.08
1;2.5;30;10;10;316;3;2.99
1;0.01;60;10;20;316;3;0.04
1;2.5;15;10;5;317;3;2.57
0.25;10;30;10;10;317;3;30.96
0.75;5;60;10;20;317;3;27.47
1;2.5;15;10;5;318;3;2.69
0.25;0.01;30;10;10;318;3;0.03
0.25;0.01;60;10;20;318;3;0.01
0.75;5;15;10;5;319;3;9.11
0;2.5;30;10;10;319;3;12.95
0.25;10;60;10;20;319;3;62.13
1;0.01;15;10;5;320;3;-0.01
1;10;30;10;10;320;3;5.02
0.75;5;60;10;20;320;3;30.27
0.5;2.5;15;10;5;321;3;5.45
0;10;30;10;10;321;3;31.63
1;10;60;10;20;321;3;5.39
0.5;2.5;15;10;5;322;3;5.58
0.25;5;30;10;10;322;3;21.85
0;5;60;10;20;322;3;44.07
0.75;5;15;10;5;323;3;7.94
0.5;1;30;10;10;323;3;3.76
0.25;5;60;10;20;323;3;41.54
0.75;10;15;10;5;324;3;13
1;1;30;10;10;324;3;1.63
0;0.01;60;10;20;324;3;-0.04
0;10;15;10;5;325;3;15.83
0;5;30;10;10;325;3;21.6
0.5;10;60;10;20;325;3;56.95
0.5;2.5;15;10;5;326;3;6.26
0.75;10;30;10;10;326;3;26.04
1;2.5;60;10;20;326;3;3.65
0.5;5;15;10;5;327;3;10.86
0.25;5;30;10;10;327;3;21.34
0;5;60;10;20;327;3;44.07
0.5;1;15;10;5;328;3;2.2
1;2.5;30;10;10;328;3;3.08
0.5;0.01;60;10;20;328;3;-0.13
0.25;1;15;10;5;329;3;2.43
0.25;10;30;10;10;329;3;31.83
0.25;10;60;10;20;329;3;61.96
0.5;2.5;15;10;5;330;3;6.05
0;0.01;30;10;10;330;3;-1.73472347597681e-18
0.75;10;60;10;20;330;3;47.14
0.75;5;15;10;5;331;3;8.85
0.75;1;30;10;10;331;3;3.12
1;0.01;60;10;20;331;3;0.02
0.75;10;15;10;5;332;3;13.8
1;0.01;30;10;10;332;3;-0.09
0.75;0.01;60;10;20;332;3;-0.04
0.25;10;15;10;5;333;3;15.95
0.75;2.5;30;10;10;333;3;7.74
0;0.01;60;10;20;333;3;-0.04
0;10;15;10;5;334;3;16.18
0.25;5;30;10;10;334;3;21.71
0.75;5;60;10;20;334;3;30.54
0.25;10;15;10;5;335;3;15.41
1;5;30;10;10;335;3;3.93
0.25;5;60;10;20;335;3;42.57
0.25;5;15;10;5;336;3;10.45
0.5;1;30;10;10;336;3;3.48
0.25;5;60;10;20;336;3;41.4
0.75;2.5;15;10;5;337;3;5.42
0.25;1;30;10;10;337;3;4.06
1;1;60;10;20;337;3;2.15
0.75;5;15;10;5;338;3;9.08
1;1;30;10;10;338;3;1.73
0.75;10;60;10;20;338;3;43.93
0.75;1;15;10;5;339;3;1.75
0.75;0.01;30;10;10;339;3;0
0.25;5;60;10;20;339;3;42.21
0.25;1;15;10;5;340;3;1.94
0;10;30;10;10;340;3;31.64
1;2.5;60;10;20;340;3;3.46
0.75;5;15;10;5;341;3;7.9
1;5;30;10;10;341;3;3.94
0;5;60;10;20;341;3;44.56
0.75;1;15;10;5;342;3;1.85
1;10;30;10;10;342;3;5.05
0.5;1;60;10;20;342;3;6.83
0.75;5;15;10;5;343;3;8.96
0;2.5;30;10;10;343;3;13.32
0.25;0.01;60;10;20;343;3;1.73472347597681e-18
0.25;1;15;10;5;344;3;2.07
1;10;30;10;10;344;3;5
0.75;10;60;10;20;344;3;48.35
0.75;10;15;10;5;345;3;13.68
0.25;0.01;30;10;10;345;3;-0.03
0.25;5;60;10;20;345;3;41.92
1;2.5;15;10;5;346;3;2.61
1;10;30;10;10;346;3;5.11
0;5;60;10;20;346;3;44.73
1;10;15;10;5;347;3;4.44
0.25;5;30;10;10;347;3;20.93
1;2.5;60;10;20;347;3;3.34
0.25;10;15;10;5;348;3;15.74
0;2.5;30;10;10;348;3;13.33
0.25;10;60;10;20;348;3;61.22
0.25;5;15;10;5;349;3;10.78
1;10;30;10;10;349;3;5.01
0.75;2.5;60;10;20;349;3;15.68
0.25;1;15;10;5;350;3;2.22
0.5;2.5;30;10;10;350;3;10.56
0.5;0.01;60;10;20;350;3;-0.02
0;0.01;15;10;5;351;3;0.03
0.25;5;30;10;10;351;3;21.36
0.75;10;60;10;20;351;3;45.47
0;2.5;15;10;5;352;3;6.95
1;0.01;30;10;10;352;3;0.01
0;10;60;10;20;352;3;63.56
0;10;15;10;5;353;3;16.14
0.5;0.01;30;10;10;353;3;0.03
0.25;2.5;60;10;20;353;3;24.48
0.75;10;15;10;5;354;3;12.85
0.5;0.01;30;10;10;354;3;0.09
0;0.01;60;10;20;354;3;-0.08
0;10;15;10;5;355;3;15.87
0;0.01;30;10;10;355;3;0.01
0.25;5;60;10;20;355;3;41.29
0.75;5;15;10;5;356;3;8.79
0.25;0.01;30;10;10;356;3;0.05
0.75;1;60;10;20;356;3;4.59
0.5;1;15;10;5;357;3;1.77
0.75;0.01;30;10;10;357;3;0.04
0;10;60;10;20;357;3;63.81
0.25;5;15;10;5;358;3;10.57
0.75;10;30;10;10;358;3;25.81
1;0.01;60;10;20;358;3;0.03
0.75;0.01;15;10;5;359;3;-0.01
0;1;30;10;10;359;3;4.29
1;5;60;10;20;359;3;4.41
0.5;10;15;10;5;360;3;14.64
1;2.5;30;10;10;360;3;3.12
0.5;1;60;10;20;360;3;6.31
0.75;1;15;10;5;361;3;1.72
0;1;30;10;10;361;3;4.73
0;2.5;60;10;20;361;3;26.44
0;0.01;15;10;5;362;3;-0.1
0.75;10;30;10;10;362;3;25.24
0.5;10;60;10;20;362;3;58.93
0.5;10;15;10;5;363;3;14.99
1;0.01;30;10;10;363;3;0.01
0.25;2.5;60;10;20;363;3;24.85
0.5;1;15;10;5;364;3;2.23
0.25;2.5;30;10;10;364;3;12.61
0.75;0.01;60;10;20;364;3;-0.03
0.75;0.01;15;10;5;365;3;-0.05
0.75;2.5;30;10;10;365;3;6.93
0;1;60;10;20;365;3;9.07
0;5;15;10;5;366;3;10.6
0.25;10;30;10;10;366;3;30.73
0;5;60;10;20;366;3;43.96
1;2.5;15;10;5;367;3;2.34
0.25;2.5;30;10;10;367;3;13.33
0.25;0.01;60;10;20;367;3;0.01
0;0.01;15;10;5;368;3;-0.12
0.75;5;30;10;10;368;3;15.5
0.5;5;60;10;20;368;3;38.78
0.5;2.5;15;10;5;369;3;6.06
0;10;30;10;10;369;3;31.86
0;1;60;10;20;369;3;9.15
0.25;0.01;15;10;5;370;3;-0.1
0.25;2.5;30;10;10;370;3;12.77
0.75;1;60;10;20;370;3;4.46
0.75;5;15;10;5;371;3;9.17
0;0.01;30;10;10;371;3;3.46944695195361e-18
1;0.01;60;10;20;371;3;0.08
0;0.01;15;10;5;372;3;0.17
0;1;30;10;10;372;3;4.84
0;10;60;10;20;372;3;64.27
0.25;0.01;15;10;5;373;3;0.1
0.25;10;30;10;10;373;3;31.68
0.25;5;60;10;20;373;3;42.3
1;5;15;10;5;374;3;3.44
0.25;0.01;30;10;10;374;3;-0.03
0.25;1;60;10;20;374;3;9.25
1;0.01;15;10;5;375;3;-0.05
0;1;30;10;10;375;3;4.45
0;5;60;10;20;375;3;44.31
0.75;2.5;15;10;5;376;3;5.11
0;0.01;30;10;10;376;3;0.03
1;1;60;10;20;376;3;2.2
0.25;0.01;15;10;5;377;3;-0.05
0;2.5;30;10;10;377;3;12.97
0.75;0.01;60;10;20;377;3;-0.03
1;10;15;10;5;378;3;4.41
0.75;1;30;10;10;378;3;3.17
0.75;1;60;10;20;378;3;5.02
0.75;10;15;10;5;379;3;14.29
0.25;5;30;10;10;379;3;22.3
0.5;2.5;60;10;20;379;3;21.16
0.25;1;15;10;5;380;3;2.1
0;1;30;10;10;380;3;4.33
0.5;5;60;10;20;380;3;38.45
0.25;0.01;15;10;5;381;3;-0.1
0.75;10;30;10;10;381;3;23.57
0.75;0.01;60;10;20;381;3;-0.09
0.5;2.5;15;10;5;382;3;5.1
0.75;5;30;10;10;382;3;14.43
0.5;0.01;60;10;20;382;3;-0.05
0.5;1;15;10;5;383;3;2.52
0.5;5;30;10;10;383;3;19.32
1;0.01;60;10;20;383;3;0.05
1;2.5;15;10;5;384;3;2.46
0;2.5;30;10;10;384;3;13.28
0.5;0.01;60;10;20;384;3;-0.04
0.25;5;15;10;5;385;3;10.96
0;2.5;30;10;10;385;3;12.94
0;2.5;60;10;20;385;3;26.49
0.5;1;15;10;5;386;3;2.23
0.5;1;30;10;10;386;3;3.8
1;0.01;60;10;20;386;3;0.01
1;10;15;10;5;387;3;4.35
0.5;10;30;10;10;387;3;28.37
1;0.01;60;10;20;387;3;0.03
1;10;15;10;5;388;3;4.42
0.75;2.5;30;10;10;388;3;8.06
0.25;1;60;10;20;388;3;8.44
0.5;2.5;15;10;5;389;3;6.02
0.5;2.5;30;10;10;389;3;10.94
0.5;2.5;60;10;20;389;3;20.58
0.75;10;15;10;5;390;3;13.77
0.5;5;30;10;10;390;3;19.27
0;10;60;10;20;390;3;63.9
0.75;5;15;10;5;391;3;10.61
0.75;2.5;30;10;10;391;3;8.02
0;1;60;10;20;391;3;9.41
0.75;2.5;15;10;5;392;3;3.99
0.75;10;30;10;10;392;3;25.72
0.25;1;60;10;20;392;3;8.64
1;2.5;15;10;5;393;3;2.59
0.75;1;30;10;10;393;3;2.94
0.75;0.01;60;10;20;393;3;0.03
1;1;15;10;5;394;3;1.11
0.75;2.5;30;10;10;394;3;9.28
1;10;60;10;20;394;3;5.52
0.75;0.01;15;10;5;395;3;-0.01
0.25;10;30;10;10;395;3;30.62
0.25;1;60;10;20;395;3;8.53
1;5;15;10;5;396;3;3.47
1;0.01;30;10;10;396;3;0.08
0.25;0.01;60;10;20;396;3;-0.05
1;2.5;15;10;5;397;3;2.57
0.75;0.01;30;10;10;397;3;-0.05
1;1;60;10;20;397;3;2.22
0.75;1;15;10;5;398;3;1.49
1;0.01;30;10;10;398;3;-0.07
1;5;60;10;20;398;3;4.57
0.5;2.5;15;10;5;399;3;6.29
0.25;0.01;30;10;10;399;3;1.73472347597681e-18
0.5;0.01;60;10;20;399;3;-0.02
0.75;0.01;15;10;5;400;3;-0.04
0.75;2.5;30;10;10;400;3;7.91
0.75;2.5;60;10;20;400;3;15.84
0.75;2.5;15;10;5;401;3;4.87
0;5;30;10;10;401;3;21.79
0.25;2.5;60;10;20;401;3;24.39
0;1;15;10;5;402;3;2.18
0.5;1;30;10;10;402;3;3.79
0.25;1;60;10;20;402;3;7.86
0;5;15;10;5;403;3;11.27
0.75;2.5;30;10;10;403;3;8.78
0;0.01;60;10;20;403;3;0.01
0.5;10;15;10;5;404;3;14.84
0.25;0.01;30;10;10;404;3;0.02
0.5;0.01;60;10;20;404;3;0.04
0.75;0.01;15;10;5;405;3;-0.11
0.75;5;30;10;10;405;3;16.43
0;5;60;10;20;405;3;44.14
0;10;15;10;5;406;3;15.18
1;1;30;10;10;406;3;1.79
0.25;5;60;10;20;406;3;42.31
1;1;15;10;5;407;3;1.24
0.75;5;30;10;10;407;3;14.19
0.75;5;60;10;20;407;3;29.38
1;5;15;10;5;408;3;3.21
0;5;30;10;10;408;3;21.91
0.25;1;60;10;20;408;3;8.49
0.5;0.01;15;10;5;409;3;-0.01
0.75;1;30;10;10;409;3;3.08
0;0.01;60;10;20;409;3;-0.03
1;1;15;10;5;410;3;1.33
0.75;0.01;30;10;10;410;3;0.02
0.25;0.01;60;10;20;410;3;0
1;1;15;10;5;411;3;1.28
1;10;30;10;10;411;3;4.96
0;1;60;10;20;411;3;9.22
0.5;10;15;10;5;412;3;14.54
1;2.5;30;10;10;412;3;3.06
0.5;0.01;60;10;20;412;3;0.01
0.25;2.5;15;10;5;413;3;5.62
1;10;30;10;10;413;3;4.97
0.25;1;60;10;20;413;3;8.4
1;10;15;10;5;414;3;4.58
0.25;1;30;10;10;414;3;4.46
0.75;1;60;10;20;414;3;5.24
1;2.5;15;10;5;415;3;2.45
0.5;5;30;10;10;415;3;20.26
0.25;1;60;10;20;415;3;8.49
1;5;15;10;5;416;3;3.27
0.5;0.01;30;10;10;416;3;0.13
0.5;10;60;10;20;416;3;52.85
0.75;0.01;15;10;5;417;3;0.05
0.5;10;30;10;10;417;3;28.36
0.5;5;60;10;20;417;3;38.45
0.75;10;15;10;5;418;3;10.04
0.75;1;30;10;10;418;3;3.07
0.75;10;60;10;20;418;3;44.6
0.75;1;15;10;5;419;3;1.63
0.25;5;30;10;10;419;3;20.49
0.25;1;60;10;20;419;3;8.4
0.5;1;15;10;5;420;3;2.25
1;0.01;30;10;10;420;3;0.02
0.25;10;60;10;20;420;3;62.68
0.5;2.5;15;10;5;421;3;5.78
0.5;1;30;10;10;421;3;4.01
0.25;0.01;60;10;20;421;3;0.07
1;1;15;10;5;422;3;1.24
0.25;5;30;10;10;422;3;20.65
0;10;60;10;20;422;3;63.73
0;1;15;10;5;423;3;2.17
1;5;30;10;10;423;3;3.94
0.25;5;60;10;20;423;3;42.91
0.25;5;15;10;5;424;3;10.94
0.5;2.5;30;10;10;424;3;10.63
1;5;60;10;20;424;3;4.49
0.5;2.5;15;10;5;425;3;5.74
1;10;30;10;10;425;3;4.96
0;2.5;60;10;20;425;3;26.76
0.25;5;15;10;5;426;3;10.7
0.5;10;30;10;10;426;3;28.08
1;2.5;60;10;20;426;3;3.36
1;10;15;10;5;427;3;4.5
0;0.01;30;10;10;427;3;0.03
0.75;1;60;10;20;427;3;5
0.25;5;15;10;5;428;3;10.67
0.25;0.01;30;10;10;428;3;1.73472347597681e-18
0.25;2.5;60;10;20;428;3;24.28
0.75;10;15;10;5;429;3;12.64
0.5;1;30;10;10;429;3;3.62
0.75;0.01;60;10;20;429;3;-0.13
0.25;5;15;10;5;430;3;11.08
0.25;10;30;10;10;430;3;30.94
1;10;60;10;20;430;3;5.53
0.25;1;15;10;5;431;3;2.03
0.75;0.01;30;10;10;431;3;-0.01
0.75;1;60;10;20;431;3;4.62
0.75;2.5;15;10;5;432;3;5.07
0.75;1;30;10;10;432;3;3.01
0.5;0.01;60;10;20;432;3;-0.01
0.75;0.01;15;10;5;433;3;-0.02
0;0.01;30;10;10;433;3;0.04
0.75;1;60;10;20;433;3;5.03
0;0.01;15;10;5;434;3;-0.02
0.5;1;30;10;10;434;3;4.19
0;5;60;10;20;434;3;44.52
1;10;15;10;5;435;3;4.45
0.25;1;30;10;10;435;3;4.45
0.5;1;60;10;20;435;3;6.99
0;1;15;10;5;436;3;1.95
1;1;30;10;10;436;3;1.83
0.25;2.5;60;10;20;436;3;24.59
1;1;15;10;5;437;3;1.29
0.75;2.5;30;10;10;437;3;8.86
1;2.5;60;10;20;437;3;3.41
0.25;5;15;10;5;438;3;10.85
1;0.01;30;10;10;438;3;-0.03
0.75;1;60;10;20;438;3;4.71
0.75;2.5;15;10;5;439;3;4.44
1;0.01;30;10;10;439;3;0.05
0.75;2.5;60;10;20;439;3;15.94
0.5;2.5;15;10;5;440;3;6.46
0.75;1;30;10;10;440;3;3.34
0;0.01;60;10;20;440;3;0.06
0.75;10;15;10;5;441;3;11.92
0.25;1;30;10;10;441;3;4.04
0.25;5;60;10;20;441;3;42.3
0;0.01;15;10;5;442;3;-0.01
0.75;1;30;10;10;442;3;3.18
0;5;60;10;20;442;3;44.49
0.75;10;15;10;5;443;3;13.35
0.5;2.5;30;10;10;443;3;11.46
1;1;60;10;20;443;3;2.19
0.75;5;15;10;5;444;3;8.24
0.25;10;30;10;10;444;3;31.03
0;5;60;10;20;444;3;43.78
0.5;10;15;10;5;445;3;15.84
0.5;2.5;30;10;10;445;3;11.21
0.75;10;60;10;20;445;3;48.67
0.5;0.01;15;10;5;446;3;0.09
0.5;10;30;10;10;446;3;28.86
0;5;60;10;20;446;3;44.99
0.75;1;15;10;5;447;3;1.69
0.25;0.01;30;10;10;447;3;0.04
1;0.01;60;10;20;447;3;-1.73472347597681e-18
0.25;10;15;10;5;448;3;15.77
0;10;30;10;10;448;3;32.18
0.5;5;60;10;20;448;3;36.62
0.75;2.5;15;10;5;449;3;5.4
0;0.01;30;10;10;449;3;0.05
0;0.01;60;10;20;449;3;-0.03
0.5;0.01;15;10;5;450;3;0.05
1;0.01;30;10;10;450;3;-0.01
1;5;60;10;20;450;3;4.42
0;0.01;15;10;5;451;3;0.07
0.5;5;30;10;10;451;3;20.04
1;10;60;10;20;451;3;5.52
1;2.5;15;10;5;452;3;2.59
0.5;0.01;30;10;10;452;3;-0.03
1;0.01;60;10;20;452;3;0.09
0.75;10;15;10;5;453;3;11.65
0;10;30;10;10;453;3;32.12
0.25;10;60;10;20;453;3;61.16
1;0.01;15;10;5;454;3;-0.01
1;0.01;30;10;10;454;3;0.1
0;1;60;10;20;454;3;9.35
0.25;0.01;15;10;5;455;3;0.06
1;2.5;30;10;10;455;3;3.08
0.5;0.01;60;10;20;455;3;0.01
0.75;2.5;15;10;5;456;3;5.3
1;5;30;10;10;456;3;4.03
0.5;1;60;10;20;456;3;6.4
1;1;15;10;5;457;3;1.15
0.25;10;30;10;10;457;3;30.91
0.75;10;60;10;20;457;3;52.43
0.75;1;15;10;5;458;3;1.55
0;1;30;10;10;458;3;4.78
1;1;60;10;20;458;3;2.25
0.75;5;15;10;5;459;3;8.92
0.5;10;30;10;10;459;3;27.13
0;0.01;60;10;20;459;3;-0.03
0;0.01;15;10;5;460;3;-0.02
0.75;10;30;10;10;460;3;25.08
1;10;60;10;20;460;3;5.42
